,genre,age,revenu,achat,profession_artiste,profession_enseignant,profession_ingénieur,profession_médecin,profession_vendeur,profession_étudiant
186,0,1.2663948416175652,1.3475937092222288,1,False,True,False,False,False,False
187,0,0.7674018138463705,-0.8630268749973034,1,False,False,False,False,False,True
188,1,-1.0860008607323524,0.0034741612577178635,0,False,False,False,False,False,True
189,0,-0.23058424169601877,-1.6413235935270714,0,True,False,False,False,False,False
190,1,-1.228570297238408,0.4047650892708478,0,True,False,False,False,False,False
191,0,0.12583934956912027,0.281763370048199,0,False,False,False,False,False,True
192,0,-0.08801480518996314,0.0034741612577178635,0,False,False,True,False,False,False
193,1,-1.0147161424793247,-0.509926039833143,1,False,False,True,False,False,False
194,1,-1.5137091702505192,1.2470642680883055,1,True,False,False,False,False,False
195,0,-0.872146705973269,0.0034741612577178635,0,False,False,False,True,False,False
198,0,1.4089642781236207,1.460516806313316,0,False,True,False,False,False,False
199,1,-1.4424244519974914,-0.11254265989746658,0,False,False,False,False,False,True
